Text,Parsed
"EXP watch this consolidation, a volatility squeeze seems eminent. eady for next move up   ",[]
GMX -13%,"[['GMX', 'ORG'], ['-13%', 'PERCENT']]"
PCS - shhhhh,"[['PCS - shhhhh', 'PRODUCT']]"
P is breaking out.  ,[]
is this a potential h&s on  with neckline 65ish?  ,"[['h&s', 'PERSON'], ['65ish', 'CARDINAL']]"
EAP abouve 6 again - lining up to break out,"[['6', 'CARDINAL']]"
hmmm user: TSA user coming after NYT writer. Elon says vehicle log shows he took long detour.  WOW,"[['TSA', 'ORG'], ['NYT', 'ORG'], ['Elon', 'PERSON'], ['WOW', 'ORG']]"
AAP Crack nder 480 !!!,"[['480', 'CARDINAL']]"
AAP Sell Off !!!  Somebody Know Something and Dump ?,[]
M Settling in with 27.40.   ,"[['27.40', 'CARDINAL']]"
"Green Weekly Triangle on PBY,....Scaling p  ","[['Green Weekly Triangle', 'ORG'], ['PBY,', 'ORG']]"
"AN doing what it needed to today, bouncing at support  ","[['today', 'DATE']]"
"GMC still sitting above key support, may test further but no damage done longer-term  ","[['GMC', 'ORG']]"
ast time AAP Dropped was when Tim Cook this was when Tim Cook spoke.... Hummmm !!!!,"[['AAP', 'ORG'], ['Tim Cook', 'PERSON'], ['Tim Cook', 'PERSON']]"
GMX -18% any news ?,"[['GMX', 'ORG'], ['-18%', 'PERCENT']]"
MCO out the last 1/2 from this morning +1.00  30 min opening range,"[['MCO', 'ORG'], ['the last 1/2', 'DATE'], ['this morning', 'TIME'], ['+1.00  ', 'TIME'], ['30 min', 'TIME']]"
"AAP setting up for a sell the news tomorrow on Cook speech.  He is no Jobs, market will be disappointed.  Iwatch?  Gimme a break.","[['AAP', 'ORG'], ['tomorrow', 'DATE'], ['Cook', 'PERSON']]"
"user: AAP setting up for a sell the news tomorrow on Cook speech.  He is no Jobs, market will be disappointed. Iwatch? Gimme a break","[['AAP', 'ORG'], ['tomorrow', 'DATE'], ['Cook', 'PERSON']]"
user: AAP is WEAK.. wants lower. Tmrw will be nasty folks. Sideline if ya long.. Bears taking over.,"[['AAP', 'ORG'], ['WEAK', 'PERSON'], ['Tmrw', 'ORG']]"
AAP Made in SA = ess Profit for Shareholder and Share will drop on anticipation...,[]
user: AAP If TC announces bringing cash back to S>> Made in SA = ess Profit for Shareholders & Share will drop on anticipation...,"[['AAP', 'ORG'], ['TC', 'ORG']]"
GOOG can break above the old 52 week high of 786.67 tomorrow. It gave us another green candle on the daily and weekly! What a beast!,"[['52 week', 'DATE'], ['786.67', 'CARDINAL'], ['tomorrow', 'DATE'], ['daily', 'DATE'], ['weekly', 'DATE']]"
"INVN - Do I believe? Well, 111 tweets since 2012 says I do (tweets w/ InvenSense mentioned)  ","[['111', 'CARDINAL'], ['2012', 'DATE'], ['InvenSense', 'ORG']]"
esrx gap fill idea.. 56 looks big  ,"[['56', 'CARDINAL']]"
" , ES,SPY, Ground Hog Week, distribution at highs..  ","[['ES', 'ORG']]"
OMEX Odyssey's ecord Breaking ecovery to be Featured on Discovery Channel SIVE SH Premieres February 24 - 8 pmET  ,"[[""OMEX Odyssey's"", 'ORG'], ['Discovery Channel', 'PRODUCT'], ['February 24 - 8', 'DATE']]"
EVC - so close to magic 2.00++++ - ready for a big volume day with great earnings due 3/7 Target 3.00,"[['EVC', 'PERSON'], ['2.00++++', 'CARDINAL'], ['a big volume day', 'DATE'], ['3/7', 'CARDINAL'], ['Target', 'ORG'], ['3.00', 'CARDINAL']]"
", AMZN,,,Headed to lower weekly channel support at approx. 233??  ","[['AMZN,,,Headed', 'PERSON'], ['weekly', 'DATE'], ['233', 'CARDINAL']]"
OCN Over 41.50  ,"[['41.50', 'CARDINAL']]"
Momentum Monday Post - thick and deep but dont chase ....NKD NFX TSA  ,"[['Momentum Monday Post', 'ORG'], ['NKD NFX', 'ORG'], ['TSA', 'ORG']]"
FOS  bullish engulfing.,"[['FOS', 'ORG']]"
OVTI If it clears the 16.03 resist the move may be powerful.Breakout candidate! nder accumulation  ,"[['16.03', 'CARDINAL']]"
expect NFX to trade higher on Dish founders positive comments about NFX.  Basically calls them game changer.  ,"[['NFX', 'ORG'], ['NFX', 'ORG']]"
FOS worth eyeing - earnings coming out so could move either way  ,"[['FOS', 'ORG']]"
"Watch SZYM, nice base, working a bull flag, could get legs to the 200 day ma around 10.30 on b/o  ","[['200 day', 'DATE'], ['10.30', 'CARDINAL']]"
NX will be watching this week for higher prices   ,"[['this week', 'DATE']]"
user: SHD  could be getting ready for a move to the 200 day   ,"[['SHD', 'PRODUCT'], ['the 200 day', 'DATE']]"
"NFX Held the 10 day ma like a champ yesterday, lets see if it can squeeze some more shorts   ","[['10 day', 'DATE'], ['yesterday', 'DATE']]"
T user INVN ..lots of bullish technical discussions tonight. Fundamentals have always suggested a higher price.,"[['INVN', 'ORG'], ['tonight', 'TIME']]"
V can only appreciate!!!!!,[]
INVN last one...watch for the breakout...good luck today   ,"[['today', 'DATE']]"
AMZN looking to add to short position on any bounce  ,"[['AMZN', 'ORG']]"
"NIS sold stocks at 2.24, now we are at 2,15. We will come back P soon. Patience my friends. I'm ONG","[['NIS', 'ORG'], ['2.24', 'CARDINAL'], ['2,15', 'CARDINAL'], ['ONG', 'ORG']]"
"MEA sell stocks at 1,3 we wait for it lower","[['1,3', 'CARDINAL']]"
MITK moving again,[]
COX continues the pattern - tension building as it creeps up,"[['COX', 'ORG']]"
FS obama speech tonight moving it on up in channel - squeeze continues,"[['FS', 'ORG'], ['tonight', 'TIME']]"
GAE 2 & 3 calls waking up,"[['GAE 2 & 3', 'ORG']]"
BAC  Out  12.06 waiting for a pullback to comeback 3K profit   :),"[['BAC  Out', 'PRODUCT'], ['12.06', 'CARDINAL'], ['3', 'CARDINAL']]"
XXIA on watch list with 21% ave full day volume close to line  ,"[['XXIA', 'PERSON'], ['21%', 'PERCENT'], ['full day', 'DATE']]"
JOE successful test of that 22-23 support I highlighted last week   ,"[['22', 'CARDINAL'], ['last week', 'DATE']]"
AAP Cover my Short B4 Conference !,"[['AAP', 'ORG'], ['Cover', 'PRODUCT']]"
EC nice set up,"[['EC', 'ORG']]"
YGE opening range is in. Feet up. FS JASO X and BD similar trades.   ,"[['YGE', 'ORG'], ['FS JASO X', 'ORG'], ['BD', 'ORG']]"
AAP back to yday opening range high - support bounce   ,"[['AAP', 'ORG']]"
Cook should inquire as to how many indictments Goldman has faced every time he is asked for numbers...walk off the stage  gs aapl,"[['Cook', 'PERSON'], ['Goldman', 'ORG']]"
OPXA taking some here long small stop,[]
"Green Weekly Triangle on HEO,.....Open Today Scaling  ","[['Green Weekly Triangle', 'ORG'], ['HEO,', 'ORG'], ['Today', 'DATE']]"
"Green Weekly Triangle on HEO,.....Second Scaling  ","[['Green Weekly Triangle', 'ORG'], ['HEO,', 'ORG'], ['Second', 'ORDINAL']]"
"NW - ong  19.75. Trailing Stop  21.08 from 6 prior Stops of 21.06, 20.26, 19.93, 19.75, 18.95 and 18.15:  ","[['NW - ong', 'ORG'], ['19.75', 'CARDINAL'], ['21.08', 'CARDINAL'], ['6', 'CARDINAL'], ['21.06', 'CARDINAL'], ['20.26', 'CARDINAL'], ['19.93', 'CARDINAL'], ['19.75', 'CARDINAL'], ['18.95', 'CARDINAL'], ['18.15', 'CARDINAL']]"
"Green Weekly Triangle on HEO,.....Third Scaling and Closed  ","[['Green Weekly Triangle', 'ORG'], ['HEO,', 'ORG'], ['Third Scaling', 'ORG']]"
AXP new multi-yr highs,"[['multi-yr', 'DATE']]"
P breaking out after expanding from Shark Pattern yesterday  ,"[['Shark Pattern', 'ORG'], ['yesterday', 'DATE']]"
"Green Weekly Triangle on HEO,....Net Profit  30,990.00 (3.08%)  ","[['Green Weekly Triangle', 'ORG'], ['HEO,', 'ORG'], ['30,990.00', 'CARDINAL'], ['3.08%', 'PERCENT']]"
FS - daily   ,"[['FS', 'ORG']]"
NIHD  Gap and go? (likely)  Also liking the action today on:  WT CM  Others:   Also bullish:  DIA QQQ SPX T,"[['NIHD  Gap', 'ORG'], ['today', 'DATE'], ['DIA', 'ORG'], ['SPX', 'ORG']]"
"AAP like I said yesterday, APPE is a broken stocks and TC is not the right CEO for the company. Still SHOT.","[['AAP', 'ORG'], ['yesterday', 'DATE'], ['TC', 'ORG']]"
AAP when I got lot of hate mails yesterday after saying SHOT apple I realized my short was definitely going to work today.,"[['AAP', 'ORG'], ['yesterday', 'DATE'], ['SHOT', 'NORP'], ['today', 'DATE']]"
"GOOG has been trading like a leader, ride it until it stops.","[['GOOG', 'ORG']]"
"AAP enjoying some really nice gains right now from my SHOT. Next stop 465, if that does not hold I expect APPE to make a new 52OW soon.","[['AAP', 'ORG'], ['465', 'CARDINAL'], ['52OW', 'CARDINAL']]"
"Based on historical research about GS upgrades/downgrades, K is a short right now after being upgraded from Sell to Neutral. Sell signal.","[['GS', 'ORG']]"
ike it or Not AAP will fill the gap B4  will see 500.00 IMO,"[['ike', 'PERSON'], ['AAP', 'ORG'], ['B4', 'PRODUCT'], ['500.00', 'CARDINAL']]"
NEW POST: AMZN Is Still in the Grasp of Corrective Forces  ,"[['AMZN', 'ORG'], ['the Grasp of Corrective Forces', 'ORG']]"
CTIC long - next one to pop out base 1.40 1.41 1.42 1.43 - get it!! - GAE hot too at new hod,"[['CTIC', 'ORG'], ['1.40', 'CARDINAL'], ['1.42', 'CARDINAL'], ['1.43', 'CARDINAL'], ['GAE', 'ORG'], ['hod', 'ORG']]"
long AAP 470.10 holla,"[['AAP', 'ORG'], ['470.10', 'CARDINAL']]"
Price Match is a reputation destroyer since you can match price anytime with gr8 technology. Price Match = Friction. AMZN,"[['Price Match = Friction', 'ORG'], ['AMZN', 'ORG']]"
"ed Monthly Triangle on CSN,....Scaling","[['Monthly Triangle', 'ORG'], ['CSN,', 'ORG']]"
AAP hit resistance yesterday and continues to roll over - holding short currently  ,"[['AAP', 'ORG'], ['yesterday', 'DATE']]"
AAP 480 weekly uptrend support becoming new resistance and bear flag in the making   ,"[['AAP', 'ORG'], ['480', 'CARDINAL'], ['weekly', 'DATE']]"
NFX SI is sloping lower/MACD is about to cross down.Negative Divergence on Daily.Distribution ?  ,"[['NFX SI', 'ORG'], ['Negative Divergence on Daily', 'ORG']]"
"user: OCN trying to go, looking for follow-through I think the follow through is coming. This wants more",[]
AMZN clearing this rising trend line / support off 5 minute looking to add to short position   ,"[['AMZN', 'ORG'], ['5 minute', 'TIME']]"
PHM ready to go. I'll buy some even up here too along with user,"[['PHM', 'ORG']]"
AMZN sharing a few trading insights POSTED VIDEO  ,"[['AMZN', 'ORG']]"
SPW new HOD,"[['SPW', 'ORG'], ['HOD', 'ORG']]"
VXY Added some AAP Mar Bull Straddle for EOD squeeze,"[['VXY', 'ORG'], ['EOD', 'ORG']]"
DISH Break out watch over 38.10  ,"[['38.10', 'CARDINAL']]"
SPW SunPower Corporation Option bulls make bet on 50% up move by June  ,"[['SPW SunPower Corporation Option', 'ORG'], ['50%', 'PERCENT'], ['June', 'DATE']]"
"BAC huge spike on AG 17 CAs just now. 10,000 contracts.","[['AG', 'ORG'], ['17 CAs', 'PRODUCT'], ['10,000', 'CARDINAL']]"
"JBHT short right here, maybe write some MA70 calls if buyers show up before close today","[['JBHT', 'ORG'], ['today', 'DATE']]"
BAC breaking out I suggest you ONG some if we hold above 12.20 at the close.,"[['ONG', 'ORG'], ['12.20', 'CARDINAL']]"
"SWI currently a loser for us but maintaining higher lows, would like to see more volume on upside  ","[['SWI', 'ORG']]"
BAC huge VOME spike in the last 10 min.,"[['BAC', 'ORG'], ['the last 10 min', 'TIME']]"
OCN still looks good but need that volume to come back to truly power on from here  ,[]
BAC now that's what I call VOME!!!!,[]
"DHI: ong  14.39. Trailing Stop  20.50 from 11 Stops of 19.05, 17.90, 16.93, 15.93, 15.65, ... 13.39 and 12.39 -  ","[['DHI', 'ORG'], ['ong', 'ORG'], ['14.39', 'CARDINAL'], ['20.50', 'CARDINAL'], ['11', 'CARDINAL'], ['19.05', 'CARDINAL'], ['17.90', 'CARDINAL'], ['16.93', 'CARDINAL'], ['15.93', 'CARDINAL'], ['15.65', 'CARDINAL'], ['13.39', 'CARDINAL'], ['12.39', 'CARDINAL']]"
"V still taking a breather, still above first support, good place to add  ","[['first', 'ORDINAL']]"
"JPM very efficient trend, love seeing these   ","[['JPM', 'ORG']]"
ZNGA Merrill upgraded this on 2/5 - just a retrace to base of breakout say 2.60,"[['ZNGA Merrill', 'ORG'], ['2/5', 'CARDINAL'], ['2.60', 'CARDINAL']]"
BAC shorts better make a decision today... #OBAMA will give another push for continuation tomorrow.,"[['BAC', 'ORG'], ['today', 'DATE'], ['OBAMA', 'ORG'], ['tomorrow', 'DATE']]"
"NKD sure to be mutual fd PM's putting in limit orders and never getting filled, more to come  ","[['NKD', 'ORG']]"
just know your gut will betray you quite often in the trade em thing. even on CEG.,"[['CEG', 'ORG']]"
DVAX Options Trade for Heplisav FDA Approval Decision  ,"[['DVAX Options Trade for Heplisav FDA Approval Decision', 'ORG']]"
TES moving stop up again and protecting profits on big gains  ,[]
"OABC - ong  16.55. Trailing Stop  23.59 from 10 prior Stops of 23.08, 22.80, 21.16, 20.18, ... 16.74, 15.90 & 15.25  ","[['OABC - ong', 'ORG'], ['16.55', 'CARDINAL'], ['23.59', 'CARDINAL'], ['10', 'CARDINAL'], ['23.08', 'CARDINAL'], ['22.80', 'CARDINAL'], ['21.16', 'CARDINAL'], ['20.18', 'CARDINAL'], ['16.74', 'CARDINAL'], ['15.90', 'CARDINAL'], ['15.25', 'CARDINAL']]"
"PX - ong  11.40 - Trailing Stop  19.13 from 9 prior Stops of 17.31, 16.69, 14.17, 13.14, ... 10.40 and 9.40 -  ","[['PX - ong', 'ORG'], ['11.40 - Trailing Stop', 'PERSON'], ['19.13', 'CARDINAL'], ['9', 'CARDINAL'], ['17.31', 'CARDINAL'], ['16.69', 'CARDINAL'], ['14.17', 'CARDINAL'], ['13.14', 'CARDINAL'], ['10.40', 'CARDINAL'], ['9.40', 'CARDINAL']]"
Innovative Drugs May Win .S. Approval After Early Trials  good news for #biotech DVAX GAE GOVX,"[['GAE', 'ORG']]"
Took two position overnight BAC and PHM,"[['two', 'CARDINAL'], ['BAC', 'ORG'], ['PHM', 'ORG']]"
CSOD Conf Call: CEO: feeling good about our position and good momentum coming out of last year,"[['last year', 'DATE']]"
VTS there we go!  A great end of day pop in the last 30 mins on 90k volume! ooking for a little bit more tomorrow -  ,"[['the last 30 mins', 'TIME'], ['90k', 'CARDINAL'], ['tomorrow', 'DATE']]"
AX ptrend was exhausted and started to form a downward channel. Downward divergence in MACD. Strong support at 60.04. Great SHOT!,"[['60.04', 'CARDINAL']]"
BWD Wants to fill the gap which will be complete at 83.10. Higher highs and MACD and SI showing bullish signals.,"[['83.10', 'CARDINAL'], ['SI', 'ORG']]"
For the past 8 years GOOG booked an avg return of -6.5% during Jan to Mar option expiration. It has posted positive returns for 2/8 years,"[['the past 8 years', 'DATE'], ['Jan to Mar', 'DATE'], ['2/8 years', 'DATE']]"
For the past 8 years GOOG has posted a Best return: 10% Worst return: -28% during the Jan to Mar option expiration time frame,"[['the past 8 years', 'DATE'], ['GOOG', 'ORG'], ['10%', 'PERCENT'], ['-28%', 'PERCENT'], ['the Jan to Mar', 'DATE']]"
"AAP, More like crapple as one student said today. Bearish with a move lower tomorrow. It's failing exactly where I thought it would.","[['AAP', 'ORG'], ['crapple', 'PERSON'], ['one', 'CARDINAL'], ['today', 'DATE'], ['tomorrow', 'DATE']]"
BAC Fiscal Cliff talk by President Tonight = Ouch !!!,"[['Tonight', 'TIME']]"
#vmware VMW where? here? there? best wishes dealing with this complex H&S  ,"[['VMW', 'ORG'], ['H&S', 'ORG']]"
AAP Mac manufactured un SA said Obama = ower Profit Margin !,"[['AAP Mac', 'ORG'], ['un SA', 'ORG'], ['Obama', 'PERSON']]"
user: AAP How will smaller margins and higher wages and unions help apple?,[]
#hammer + #wedge worked out from last week Y HOV TO PHM ITB XHB etc  ,"[['last week', 'DATE'], ['PHM ITB XHB', 'ORG']]"
user  AAP will make computers in S. The 1st line of tablets will be called the Pinto: They explodes if swiped from behind!,"[['AAP', 'ORG'], ['1st', 'ORDINAL'], ['Pinto', 'PERSON']]"
BAC Obama is slowing the rally... Ouch !,"[['Obama', 'PERSON']]"
DHI  Back over 24.30 - high today was 24.66  ,"[['DHI  Back', 'ORG'], ['24.30', 'CARDINAL'], ['today', 'DATE'], ['24.66', 'CARDINAL']]"
CMCSA Will gap open higher; No idea where 2 enter. Would love 2 get in at 40.28 but may not get it.  ,"[['CMCSA', 'ORG'], ['2', 'CARDINAL'], ['2', 'CARDINAL'], ['at 40.28', 'DATE']]"
PCYC Fresh long should be made only when the stock closes above 72 with an up candle.  ,"[['72', 'CARDINAL']]"
EBIX we're in a short term upward trend with the MACD positive/rising and w/ CMF rising nicely too  ,[]
"ANTH look interesting at this priced after OBIMED ADVISOS C bought 1,762,00 stocks on 01/25/2013","[['01/25/2013', 'ORG']]"
DE #ONG if hold above 95.5. be aware of resist 97.5,"[['DE #ONG', 'ORG'], ['95.5', 'CARDINAL'], ['97.5', 'CARDINAL']]"
JPM increases target to 205 on NFX,"[['JPM', 'ORG'], ['205', 'CARDINAL'], ['NFX', 'ORG']]"
"WF EPS beats by .08 revenues up 42.8M - p 6% premarket, should have a nice run today after #POTS remarks last night!","[['WF EPS', 'ORG'], ['42.8', 'CARDINAL'], ['M - p', 'LOC'], ['6%', 'PERCENT'], ['today', 'DATE'], ['POTS', 'PRODUCT'], ['last night', 'TIME']]"
PPHM FIED 2.44 SOD 2.49 WI BY BACK AGAIN I WI TAKE .05 WHEN THEY IT QICK WE TADE THIS 10 TIMES TODAY FO NICKES GOT .50 EASY WAY,"[['2.44', 'CARDINAL'], ['10', 'CARDINAL']]"
COMPQ SPX IND BAC C Futures traded with rises pending macro data   ,"[['COMPQ SPX IND BAC C Futures', 'ORG']]"
CM Continuation (likely)   ,[]
SPW the dip that refreshes 12.63 gartley target on 6 month daily 3.90A 9.12B 7.41C 12.63D 1:1 14.62 1:1.382,"[['SPW', 'ORG'], ['12.63', 'CARDINAL'], ['6 month', 'DATE'], ['3.90A 9.12B', 'DATE'], ['12.63D', 'DATE']]"
"ong ZGNX user: 2/13 Watchlist: ACW, ACHN, GGS, IBCP, MENT, NAT, STP,ZGNX.  ","[['ong ZGNX', 'PERSON'], ['2/13', 'CARDINAL'], ['ACW, ACHN', 'ORG'], ['GGS', 'ORG'], ['IBCP, MENT', 'ORG'], ['NAT', 'ORG'], ['STP', 'ORG'], ['ZGNX', 'ORG']]"
PO (specialty chemicals) is slowly approaching new all-time highs,[]
AMZN short stopped out.  rough to walk into a gap up,"[['AMZN', 'ORG']]"
this could be the last good chance to short AMZN,"[['AMZN', 'ORG']]"
"O delivered 4Q 2012 adjusted earnings of 0.79 per share, which exceeded 4Q 2011 earnings by 8.2%. ong if beats 41.52. Stop loss 41.11","[['4Q 2012', 'DATE'], ['0.79', 'CARDINAL'], ['4Q 2011', 'DATE'], ['8.2%', 'PERCENT'], ['ong', 'ORG'], ['41.52', 'CARDINAL'], ['41.11', 'CARDINAL']]"
CSN Scaling Down at 1.3445000,"[['CSN', 'ORG'], ['1.3445000', 'CARDINAL']]"
For the past 10 years F has booked an avg return of -4.4% from Jan to Mar option expiration. F has posted negative returns for 2/10 years,"[['the past 10 years', 'DATE'], ['Jan to Mar', 'DATE'], ['F', 'ORG'], ['2/10 years', 'DATE']]"
"Exact reason why ETFs are safer than individual stocks, News Kills a stock - Trade KO Not CF  ","[['News Kills', 'ORG']]"
user O Stop loss in 41.54 after beating 41.74,"[['41.54', 'CARDINAL'], ['41.74', 'CARDINAL']]"
user: user O Stop loss in 41.54 after beating 41.74,"[['41.54', 'CARDINAL'], ['41.74', 'CARDINAL']]"
OCN running IGHT NOW,"[['IGHT NOW', 'ORG']]"
P approaching resistance area around 12.47/.50  ,"[['12.47/.50', 'CARDINAL']]"
"FDO spread buying Jul 57.50C 5,400 times at 2.90 selling the Jul 52.50P 5,400 times at 2.20. Both against much lower open interest","[['FDO', 'ORG'], ['Jul 57.50C 5,400', 'DATE'], ['2.90', 'CARDINAL'], ['2.20', 'CARDINAL']]"
The ise of Google Play: App Annie Index January 2013   h/t user GOOG AAP,"[['January 2013', 'DATE'], ['GOOG AAP', 'ORG']]"
V going into full breakdown mode,[]
Majority of eading Stocks regularly lag NQ_F & ES_F on strong up days.  AMH QCOM KS GS SSYS KBH FT GOOG,"[['days', 'DATE'], ['QCOM KS GS SSYS KBH FT', 'ORG']]"
"user 5 stocks i've been buying at 50 with hopes for 70, SBX KOS PANW EBAY HAIN - AM I diversified? Will i see 70 this year?","[['5', 'CARDINAL'], ['50', 'CARDINAL'], ['70', 'DATE'], ['SBX KOS', 'PERSON'], ['70 this year', 'DATE']]"
"Buying V on any and all pullbacks.  Doubled since IPO, expecting another double sooner than later","[['IPO', 'ORG']]"
un-p Trade Into DVAX FDA Approval Decision  ,"[['un-p Trade', 'ORG']]"
AAP and 20EMA   ,"[['AAP', 'ORG'], ['20EMA', 'CARDINAL']]"
CEE should crack 45 not letting go above 45.15 with full cover then will reshort again - CEE on the red train down now,"[['CEE', 'ORG'], ['45', 'CARDINAL'], ['45.15', 'CARDINAL'], ['CEE', 'ORG']]"
"FFIV - short, anybody thinking of buying this should be watching EZCH  - EZCH a supplier to comm./switch co's","[['FFIV', 'ORG'], ['EZCH  - EZCH', 'ORG'], [""comm./switch co's"", 'ORG']]"
IDCC .. Take a look at how IDCC performs after touching lower Bband previously!!!  ,"[['IDCC', 'ORG'], ['Bband', 'ORG']]"
"MDSO - ong  27.51. Trailing Stop  41.40 from 11 prior Stops of 38.58, 37.67, 37.11, ... 27.51, 25.15 and 22.79 -  ","[['MDSO', 'ORG'], ['27.51', 'CARDINAL'], ['41.40', 'CARDINAL'], ['11', 'CARDINAL'], ['38.58', 'CARDINAL'], ['37.67', 'CARDINAL'], ['37.11', 'CARDINAL'], ['27.51', 'CARDINAL'], ['25.15', 'CARDINAL'], ['22.79', 'CARDINAL']]"
NFX short via 2/22 Put 4.65,"[['NFX', 'ORG'], ['2/22', 'CARDINAL'], ['4.65', 'CARDINAL']]"
user Where do you see it by the end of next week? NFX,"[['the end of next week', 'DATE'], ['NFX', 'ORG']]"
CIMT is a player in 3-D imaging CAD software designs that has explosive growth paying SDIV in the industry DDD SSYS ONVO PCP DASTY,"[['3', 'CARDINAL'], ['SDIV', 'ORG'], ['DDD', 'ORG'], ['ONVO PCP DASTY', 'PRODUCT']]"
"With the mess that Twitter andThe Grammy's made of Hashtags #sting (are you kidding me), excited for GOOG to just step in and print  off #","[[""Twitter andThe Grammy's"", 'PRODUCT'], ['GOOG', 'ORG']]"
"TTM revs, retained earnings, FCF last 5yr. Yoga growin lifestyle trend. Can  stay on top of it?  ","[['TTM', 'ORG'], ['FCF', 'ORG'], ['5yr', 'PRODUCT']]"
"Deere & Co DE predicts slowdown in .S. farming, but boom abroad","[['Deere & Co DE', 'ORG'], ['.S.', 'GPE']]"
Why would anyone buy AX's overpriced services when there are many more high-quality alternatives that essentially cost half the price?,"[['AX', 'ORG'], ['half', 'CARDINAL']]"
"SCTY cools off, but SPW continues upward. Our take:  also, look for our updated solar market outlook soon","[['SPW', 'ORG']]"
"CSCO get on the train to San Jose now, 23.80 before next Qtr earnings","[['CSCO', 'ORG'], ['San Jose', 'GPE'], ['23.80', 'CARDINAL']]"
pep trying to break thru the 9 ema on the 5 min after triple doji bottom,"[['9', 'CARDINAL'], ['ema', 'ORG'], ['the 5 min', 'TIME'], ['doji', 'FAC']]"
AAP here is some news none of us have ever heard..  ,"[['AAP', 'ORG']]"
NFX tight flag 10minute,"[['NFX', 'ORG']]"
BAC New OD !,[]
BAC New ow of Day 12.20.Broken --> 12.18,"[['Day', 'DATE'], ['12.18', 'CARDINAL']]"
BAC Oups OD is 12.16 now,"[['Oups OD', 'PERSON'], ['12.16', 'CARDINAL']]"
BAC Back run down to 11.75 area to consolidate.. Sell Off &  Profit Take !,"[['11.75', 'CARDINAL']]"
BAC ot of Big Sellers on 2 New OD again 12.12 Expect a big sell-of   EOD,"[['2', 'CARDINAL'], ['12.12', 'CARDINAL'], ['EOD', 'ORG']]"
ES_F Vivid bearish volume histogram divergence in XHB home sector-( TO EN PHM )  ,"[['ES_F Vivid', 'ORG'], ['XHB', 'ORG'], ['EN PHM', 'ORG']]"
BAC It's will be healty to consolidate few day around 11.75 before going to 13.00 !!!,"[['few day', 'DATE'], ['around 11.75', 'CARDINAL'], ['13.00', 'CARDINAL']]"
BAC Big Boys are selling on 2 lot off Big Stake for sale !,"[['2', 'CARDINAL']]"
user: BAC All the banks are reversing now!,[]
BAC ook  evel2 lot of selling occur from funds !,[]
out 1/3 of VMW short more. carrying remainder overnight also short full position FB and BID,"[['1/3', 'CARDINAL'], ['VMW', 'ORG'], ['overnight', 'TIME'], ['FB', 'ORG'], ['BID', 'ORG']]"
AAP GS says higher div likely .. more value investors? Why no stock split instead?  ,"[['AAP GS', 'ORG']]"
"ed Monthly Triangle on CSN,.......pdating  ","[['Monthly Triangle', 'ORG'], ['CSN,', 'ORG']]"
user still holding those puts? :) MCP,[]
Swing Trade Quick Pick: The J.M. Smucker Co. SJM |   ,"[['J.M. Smucker Co.', 'ORG'], ['SJM', 'ORG']]"
user 45000 Did you check my update about CSN?,"[['CSN', 'ORG']]"
BBY Best Buy Founder Schulze Considers Alternatives to Buyout Plan Feb 13 at 15:48 Profile hits: NONE Disclosure Short BBY,"[['BBY', 'ORG'], ['Feb 13', 'DATE'], ['15:48', 'CARDINAL'], ['BBY', 'ORG']]"
"CEG ooking to Add to, soon.","[['CEG', 'ORG']]"
znga looking to continue to add as well.,"[['znga', 'PERSON']]"
PPHM is going down like a Ship!,"[['PPHM', 'ORG']]"
"YB holders cashing in after big run since November, GS underwriting 25 million shares secondary","[['November', 'DATE'], ['GS', 'ORG'], ['25 million', 'CARDINAL']]"
CSCO Never mind Crisco - Call her KY for the longs.... 16 target,"[['Crisco', 'PERSON'], ['16', 'CARDINAL']]"
"NN uptrend still intact. Had resistance at 0,4. It will attack that again in the next days. First gap to close is 0,5 then 0,8. TP 1,5","[['0,4', 'CARDINAL'], ['the next days', 'DATE'], ['First', 'ORDINAL'], ['0,5', 'CARDINAL'], ['0,8', 'CARDINAL']]"
Our 2013 solar outlook:  SPW SCTY FS YGE TS STP,"[['2013', 'DATE'], ['SPW', 'ORG'], ['FS YGE TS STP', 'ORG']]"
user CalMustang That's why we own 0.05 puts... doesn't get any cheaper than that on the risk side MCP,"[['CalMustang', 'ORG'], ['0.05', 'CARDINAL'], ['MCP', 'ORG']]"
Omega Advisors initiated a 3 million share stake in FB  also sold his entire stake in Apple AAP   ,"[['Omega Advisors', 'ORG'], ['3 million', 'CARDINAL'], ['FB', 'ORG'], ['Apple AAP', 'ORG']]"
Take a look at how IDCC jumped up quickly after touching the lower Bollinger Band. Happening again.  ,"[['IDCC', 'ORG']]"
"AMZN - no matter how I look at it, I still can't figure out why it's valued at 269.47 >   ","[['AMZN', 'ORG'], ['269.47', 'CARDINAL']]"
Market Wrap Video + Additions to Watch ist  including: AGO AS CHK CVA GA NFX GP - by My Valentine,"[['AGO AS CHK', 'ORG'], ['Valentine', 'PERSON']]"
BAC Don't forget OPEX is Friday (3rd Friday of month) So we will see below 12.00 for OPEX IMHO!,"[['OPEX', 'ORG'], ['Friday', 'DATE'], ['3rd', 'ORDINAL'], ['Friday of month', 'DATE'], ['12.00', 'CARDINAL'], ['OPEX', 'ORG']]"
