Text,Target,Predicted
user edon PEIX has a history of management dropping the ball on runs in the stock price. Hopefully they stay silent this time around,0,0
Investors want massive cuts to global oil supply as an initial measure to address the ballooning coronavirus crisis https://t.co/D3DmKTYKRM,1,1
shorts on GMN SINA TA working well. Covering CVE.to for a small loss here,1,0
DN first hint of trendline break to the upside ?  ,0,0
EVC - so close to magic 2.00++++ - ready for a big volume day with great earnings due 3/7 Target 3.00,0,0
"RT @joannechiuhk: The banks for years rode consumer spending and borrowing to big profits. Now, they are preparing to struggle alongside thâ€¦",1,1
"DNDN grow wings you pig, 50 million shorts going to start covering soon enough",0,0
"aapl daily , broke downtrend(from closing prices) now w v pattern back in play.......600 target  ",0,0
"Sensex Opens Over 500 Points Higher, Nifty Starts Day Near 8,450
https://t.co/2uzIGVXmRn",0,0
"Shorts Tues, most I stalk have 1 - 4 days inside base or bounce after red kicker ACCO BT DMD EY GMX GO HAO NPSP OEH OZM TEO",1,1
"GOOG keep in mind there are about 1,000 contracts offered at 20 in the Apr 850C. Could temporarily create resistance or a sell off",1,1
QIK holding below 26.50 makes sense on the short side,1,1
user: Commented on: Zynga: eady For eal-Money Games And Improving On The Cost Side  ZNGA // #TENDEVESA,0,0
Equity Alpha: QCOM long watch. New chips and Internet Everywhere appealing. B/O  65.70 Tgt 67.50   ,0,0
SSYS postpone Q4 release from Feb to approx March 4th.,1,0
Heard on the Street: The earnings hit for S&amp;P 500 companies will likely be much bigger than they are guessing https://t.co/Wesotl6Rwc,1,1
MA exactly what you want to see a follow thru day after breaking out to new highs on volume  ,0,0
AAP  -  Apple may introduce the next iPhone and iPad in April  ,0,0
"CST Coinstar option trader buys 5,700 Feb call spreads betting on good earnings  ",0,0
eading stocks continue to breakdown even though major indexes one day off multi year highs. TO EXP SODA KOS Y KBH AD OAS FB,1,1
FOM A break above the neckline would give a measured move target of nearly 5.85.  ,0,0
"user good, because that is what I did today, it is in a green weekly triangle since Jan 23 SNSS",1,1
"user EPS is a South African payment system company... not really the same as KCG, not even technically... DONT BY!",1,1
NFX uggh! the one put (May 2013) I had might get wiped out - to exit of double down?,1,1
RT @kosakunarioka: SoftBank Group Abandons Tender Offer for Up to $3 Billion of WeWork Shares https://t.co/KdplPZNs8q via @WSJ,1,1
"emember how ZAGG sued a bunch of critics for eg defamation? Theyve gone further now, responses to discovery are a total joke.Short it to 0",1,0
"AAP Almost every long will want to goo out for the Week-End, Nobody wnat to be caught 350-400 for months...",1,1
"Can you say no brainier? ong SBAC stock, 60/80 Feb collar for protection...  ",0,0
RT @sarahtoy17: The coronavirus pandemic is turning oil markets upside down. https://t.co/SKuxRyyP3Y,1,1
VXY ZB_F reversal - #FED distributing cash to banks GS JPM MS BAC,1,0
SHOT Setups: AX CT WFM BID ICE QCOM WYNN AF DNB  ,1,1
GOOG with simple Fibonacci projections on close over 739. 127.2% at 766 and 161.8% at 802  ,0,0
HT closed > 200 sma (barely) for 3rd time since Oct- eps out of the way- watch for volume > 55  ,0,0
DNDN Good place to lock in (some) profit at  7.20  p 20% since alert at 6.00 from Feb. 4th   ,0,0
"AAP has 939M shares, GOOG has 329M shares MSFT has 8.38B shares so close to = share price puts Goog around 285, AAP 425, MSFT 271",0,1
BAC still see this getting back to 10.50 possibly lower when the overall market pulls back next month.,1,0
"RT @NickTimiraos: Businesses, not governments, have a huge say in how economies reopen after the pandemic recedes https://t.co/wfRNRsokN4",0,1
AXA Here is my tip of the day. Buy now! You do not even have to sign up for a newsletter or anything O If I'm wrong I will eat crow :),0,0
"Morgan Stanleyâ€™s results fell just shy of projections by analysts, who had revised their estimates downward as theâ€¦ https://t.co/vGv8FsK57t",1,1
"Coronavirus Crisis: Fitch Lowers 2020-21 India Growth Forecast To 5.1%
https://t.co/EvQBt1DCZ8",1,1
"ES_F ule of thumb is that former momo names need 3 years to reset from top to the next bottom, former popped junk like NFX best short",1,1
"TWX - ong  38.59. Trailing Stop  44.71 from 4 prior Stops of 42.61, 41.06, 37.08 and 35.57 -  ",0,0
user: AAP cool comparisson between Galaxy S4 and Note 2  whatever the rules BTW Here is hoping for more action today !,0,0
CM continues to move up nicely  ,0,0
GOOG holding up well,0,0
"user 5 stocks i've been buying at 50 with hopes for 70, SBX KOS PANW EBAY HAIN - AM I diversified? Will i see 70 this year?",0,0
guess what happens to those chasing SYNM...,1,0
QCO new hod nice - holding overnight to 34,0,0
Why would anyone buy AX's overpriced services when there are many more high-quality alternatives that essentially cost half the price?,1,0
ASTX perfect follow through day...   ,0,1
i wonder what metric Elon Musk will try to get analysts to focus on as it matures and grows as a public company ...#notacarcompany tsla,0,0
E  ready to break key resistanec at 65  ,0,0
There is profit in social gaming...ask my pal user founder of user  (how is that user an advisor .... ) EA,0,0
"user: AAP, simplest answer is  the right one (Occam razor). why apple keep going to south? no buyers until turn around of some sort",0,1
AAP Dump in progress by Fund Managers 25% Done.....,1,1
The government raised the interest rate it will pay lenders under an emergency loan program to make it more appealiâ€¦ https://t.co/LMvOPHTA6q,0,0
"TEX another nice bull flag, watch for the MACD to signal next breakout  ",0,0
GOOG pulling back in very light volume. Note the weekly.,0,1
Investors into GD SV PA PTM stocks in GDX GDXJ GT GDX ING GGGG SWC PG PA and GOO AY H NEM AEM ABX pay SDIV,0,0
"user are you saying ZAGG will up another 23%, how?",1,0
user fonr is a strong buy based on my fundamental work,0,0
"G same story, moving in tandem here  ",0,0
MTG Cant wait to pull the trigger on that one!!!!,1,1
CW Clearwire Corp arge trades in puts show bearish interest despite DISH bid  ,1,1
DKS round 2 tomorrow imo.,1,1
AAP wouldn't be surprised to see retest of 435 level as new resistance sometimes this week   ,1,1
"AAP From earlier,  Stay away from failed patterns",1,1
"Banks Shelve Fundraising As Coronavirus Derails Markets: Report
https://t.co/xZdFkil2D2",1,1
AAP Dow Theory = Volume must confirmed the trend (When the volume doesn't support the trend)  ,1,1
BAC accumulated more May 12 calls today.  ooking for a move to the upside leading into Thursday.,0,0
"user: AAP there are still better plays. lots of Vapour-ware out there.. AMZN, BBY, NFX, one small wind.. and they are gone!",0,0
"Sensex opens 1,000 points lower at 33,103, Nifty at 9,588 as coronavirus batters global markets #Sensex #Nifty #MarketUpdates",1,1
"CSN,....sell short at 9.38 scaling",1,1
"Nice deals of the day CHY 4.5 mil shares secondary priced O/N 25 now at HOD 27.19, MCP trainwreck also priced 37.5 mil shares 6 now 7.34",0,0
HMA unusual option activity. Trader buys 11k of the Jan 9 Put. Short term bear play,1,1
ESPN 30 and 30 is magical.  Serious family entertainment.  The future of content and TV and web is so bright mixed well DIS,0,0
"Recovery Will Take A Long Time, Say Analysts After Markets Suffer 12% Weekly Loss
https://t.co/kdqXjzBEIc",1,1
What is JCP real estate worth if no-one is buying big box space in today's market?,1,0
MS from watch list at the line with volume of 4% ave full day   ,0,0
"Squeeze squeeze slow grind higher continuing SPY 147.45 ES_F 1471 , WFC better deliver the goods tomorrow...",0,0
"RT @margotpatrick: It's a no to Coronabonds, says @jonsindreu - Proponents of coronabonds risk repeating the eurozoneâ€™s original sin: finanâ€¦",1,1
"Not everyone panics in the stock market, but a professor has figured out what some do https://t.co/kKCDfT6Bko",0,0
"AAP Wall St. most hated stock currently. Careful short, anything short of disaster will be viewed positively. Bit risky long. #MainEvent",0,1
"ed Daily Triangle on TPM,...... Open ong at 6.40  ",0,0
NTI turned away by 50ema  ,1,0
"HWAY b/out 11.08, nice base under the spot  ",0,0
user Me too but NFX has been kicking my A!,1,1
"RT @greg_ip: Virus-related shutdowns have reduced GDP by 29%, with 1/10th of that attributable to 3 counties: L.A., NY (Manhattan) and Cookâ€¦",1,1
BID -puts were active yesterday going out to Jan  ,1,1
AAP needs to hold here 500 or could see lower prices. Earnings within couple wks  ,1,0
AAP in some lotto 500 calls for next week!,0,0
"RBI Sees Inflation Falling Below 4% As COVID-19 Outbreak Threatens Demand
https://t.co/UJC6biiehI",1,1
"S rare to hold something that long when 'not working', but was never invalidated either, rationale and long-term trend remained intact",0,0
EV over  40.72  ,0,0
BC from watch list triggered on Tuesday its move today 147% volume - above top B band - set stops   ,0,0
"AAP plus another 26 billion in off-balance-sheet liabilities, mostly contractual commitments to buy parts from suppliers.",1,0
"NG Increasing natural gas prices not exactly great for Cheniere, even if they are just a toll gate.  owers the arbitrage potential...",1,1
XXIA on watch list with 21% ave full day volume close to line  ,0,0
eading Stocks lagging ES_F much worse then usual for this rally. DDD SSYS SODA QIH Y PX KOS FT INVN  ,1,1
HSA It always comes Back.....,0,1
hum below 72.6 was strong can get all the way back to 71 and 70.,1,0
"Sensex Falls Over 200 Points, Nifty Slides Below 9,050 Amid Volatile Trade
https://t.co/ylhFKID7Mf",1,1
PK peeling some off here 4.16,0,0
VXY GS just keeps buying ES_F futures contracts with #FED funny money - why fight it?,1,1
"Rs 1.7 Lakh-Crore Package For Migrant Workers, Poor: Finance Minister Nirmala Sitharaman
https://t.co/uCczEZKYI7",1,0
I think AAP is heading back down to check in on 506 support again,1,1
CST bot 51.40 I will hv to be patient IMO CST moving in right direction. Don't underestimate loss of Sat Mail too. 250mil buyback 10 p/e,0,0
user: CEN nice orderly channel. setting up for higher prices IMO. volume confirmation of course.  ,0,0
Solar stocks are ripping. SPW up 20% and FS up 7% and Trending  ,0,0
Gap backfill in FIE?,1,1
JCC and VNG at 3 right in my wheel house,0,0
"RBI To Buy Government Bonds In Open Markets To Boost Liquidity
https://t.co/1Fly3Fg4D9",0,0
"Short Ideas,  digesting recent gains. BID CF APO MCP FCX NEM INTC CS IAG AKS AAP & more.",1,1
sold a little goog ...first time in a while,0,0
"Shorting COG against XCO SD...  COG so far above the 50dma, think it pulls back to the 50dma here, way too overextended imho",1,1
SHOT AEE  33.99.,1,1
RBI has cut the reverse repo rate by 90 basis points to 4%,1,1
"Reliance Industries Surges 6%, Rebounds From Worst Fall In At Least 10 Years
https://t.co/cWKhXtJTgx",0,1
Cash reserve ratio lowered to 3% from 4% for all banks for a period of one year: RBI Governor Shaktikanta Das,0,0
Megabanks enjoy certain advantages in this weeks markets which the oil patch definitely doesnâ€™t. https://t.co/jui3VoKr7Y,0,1
AAP So Apple's true stock price is really about 430. This is the starting point for understanding the company's valuation,1,0
RT @joannechiuhk: Markets power ahead even as statistics showed Chinaâ€™s economy contracted 6.8% from a year earlier in the first quarter htâ€¦,0,1
"DNKN not seeing a lot of talk about this one, but put in another nice day in this steady uptrend  ",0,1
"  SPY,IYT, FDX, PS A closer examination of transports and market best to have seen 2 prev vid  ",1,1
GDI breakout on huge volume ! ooks ready to test the highs.  ,0,0
"FIO 15.35 I'm in, I'll ride this one a while, overdone IMHO",0,0
AAP range is 500 to 350 - can go towards to lower end,1,1
MGM up 3.06%,0,0
user: GOOG Eric Schmidt to sell roughly 42 percent of stake  ,1,0
"IPHI ....that would be called a spike, lol, in at .49",0,1
AIG in 38.50 w Put  target around 37.90,1,1
user: Sour Apple. Einhorn not happy with AAP. This should be fun. POXY FIGHT!,0,0
user: user  'old technology' are more expensive .Market not for AAP ~THINK more nano/phone/watch dick tracy not rolex,0,0
X Did .S. Steel Just Breakout?  MT too,0,0
"JCP 1x2 ratio spread goes off in May. Buying 30,000 16P for 1.57 and selling 60,000 12P for .45 against lower OI. Opening position",1,1
user: ZNGA 3 reports that NJ has signed the Online Gaming Bill...    ,0,0
DAA on launch pad over 1.11,0,0
"Coronavirus Crisis: Global Stocks Crumble As More Countries Shut For Business
https://t.co/4sRc5bT90i",1,1
BBG Short 14.86 or wait for 14.79 break 02/04 low  ,1,1
JCP Piper out with 16 target I think it's should be 6,1,1
CM dollar roll.,1,1
Equity Alpha: BAC brekaout over 11.90 resistance. Tgt  12.50. Best bank in 2013. user   ,0,0
AFFY - volume follow thru will send this right back over 4.00 can go to 5.00 tomorrow - will catch the full run - going to be fun,0,0
TA nice move since shorting at 88.60  will carry overnight.,1,0
Coronavirus has affected global financial markets: RBI Governor Shaktikanta Das on pandemic,1,0
yum looks good here out of cloud with stops of either 200 sma or cloud under it. target of 50 sma  ,0,0
"3 stocks owned by Paul Tudor Jones I'm watching for long entries PKI, MV, MGN h/t user",0,0
PPHM  Going down to 0.69 ouch...,1,1
"Sensex soars over 1,600 points to reclaim 34,400 mark, Nifty crosses 10,000 as markets bounce back #Sensex #Nifty #MarketUpdates",0,1
Over extended stock market + unexpected news from the FED minutes = Down ESD & a panicky ES_F NQ_F.,1,1
Car insurer American Family is handing out $200 million in refunds as Americans drive less and have fewer accidentsâ€¦ https://t.co/a0X6iJ3ppS,0,0
ANY weird action... seems like it's artificially stuck at 25... ,1,1
SPW ...almost time for my daily short,1,1
FOM Any close above 5 will favor the upside. First target would be 5.17-5.19.,0,0
AET DVA nice job shaking off the hate and closing with bullish doji candles for the day,0,0
user: AAP How come the spy goes up daily and AAPl down //  No More Growth !!!,1,1
Stop in NP is 139.50.,1,1
"If you fear you might lose your job, there are some proactive steps you can take to feel more secure about your futâ€¦ https://t.co/rhRCNZ6Inh",0,0
ENOC taking more off here,0,1
ANAD Went. slowly but went from 2.15 fib level.,0,1
AAP Apple showing stong support in this area. However 400 is next critical price.,0,1
"Sensex closes 1,203 points lower, Nifty gives up 8,300 amid coronavirus crisis; IT, financial stocks worst hit #Sensex #Nifty #MarketUpdates",1,1
MHP MCO SPX SPY #CNBC  reports that Justice is seeking 5B+ from S&P for mortgage ratings in civil case/no criminal charges to date.,1,1
New Blog Post - 'What Could go WONG...And What if Apple is Still eading the Market?'  aapl spy qqq,1,0
dec 6 BB&T CM initiated SSYS with a buy  68. wonder if they still have it a buy up 28% in 30 days?,1,1
"HCA entering long, here's the daily, like the volume on that bounce from support  ",0,0
AN taking some off here,0,0
"Electricity Use Falls To Lowest In Five Months Due To Lockdown
https://t.co/rKxydbrP2o",0,1
"RT @djtgallagher: Disney can't pack people into theme parks, cruises and movie theaters for a while. Luckily, it's stream is now a cheap opâ€¦",1,1
"Wholesale Inflation At 2.26% In February
https://t.co/3QxHfdjA7H",0,0
AAP over 451 could start an ankle grabbing session 0_o,0,0
Students and their families can request a financial-aid review if the economic fallout from the pandemic has hit thâ€¦ https://t.co/PEKzZjwQ4U,0,0
CJES C&J Energy: ook For The pward Trend to continue  ,0,0
BIOF wants 4.90's comin!!!,0,0
SCHW - adding to long,0,0
"CF Shifting on the 15 minute intraday, suspect to trade OWE - careful shorting lows, backs and fills. Disclosure: Short CF",1,1
"Out of aapl long from 2009.  Still up 10%, but what a learning experience this stock has been.  study",1,0
  On Jan 24th we posted this video on aapl....no change...be careful...   ,1,1
"Months into the coronavirus outbreak, investors are still making returns off World Bank â€œpandemic bondsâ€ and poor câ€¦ https://t.co/bYP89HWJEx",0,0
"Fitch Sees India GDP Growth In FY21 At 2%, Slowest Since Economic Reforms
https://t.co/nH9RGCKb8s",1,1
"emember how ZAGG sued a bunch of critics for eg defamation? Theyve gone further now, responses to discovery are a total joke.Short it to 0",1,0
user: CS still getting squeezed lol agreed for another 2 pts,0,0
"V beautiful uptrend since June '12. Never once broke higher high, higher low trend  ",0,0
Calm before the storm: the U.S. housing market was set for a strong year before the coronavirus pandemic https://t.co/2q3JRWc0dR,1,1
user: TJX stop loss in 43.91 after beating 44.27,0,0
NVDA looks super coiled and nice,0,0
" also not very healthy, fell back below DT line after breaking it, SI weak, MACD turning down  ",1,0
AAP No kidding Terranova!,1,0
The bigger picture looks even more frightening for AAP perma-bears. Check this from my friend user  ,1,1
"Complete operational normalcy to be restored in Yes Bank from 6 pm on Wednesday, no worries about liquidity, says P… https://t.co/2w46VnhuNj",0,0
Hope you got short! AIG   ,1,1
RT @Trefor1: Renault is shutting its main China business. And it probably won't be the only struggling foreign auto maker to wave the whiteâ€¦,1,0
"Consumer Inflation Hits 4-Month Low Of 5.91% In March
https://t.co/FCtgc2ux51",1,1
"Green Weekly Triangle on HEK,...Sell Short at 3.96  ",1,1
"user check my post about CSN, it is for you",1,1
MCP I like the company but no...,1,1
BBY Best Buy Founder Schulze Considers Alternatives to Buyout Plan Feb 13 at 15:48 Profile hits: NONE Disclosure Short BBY,1,1
BODY breakout on weekly over 20 and resistance trend line h/t user  ,0,0
HD breaking and holding above 70 for new all-time highs  ,0,0
opening momentum watchlist: KEX CHTP THD DCTH ZIOP ZNGA HES VMW XONE ACAD SPT,0,0
"MCP still mining for asteroids, short update   ",1,1
MCK  Over 100.05 -   ,0,0
"Sensex Falls Over 1,950 Points, Nifty Below 9,400 Amid Coronavirus Fears
https://t.co/RHwZ6W3bBX",1,1
"ed Weekly Triangle on MH,...Net Profit  4,895.75 (7.22%)  ",1,0
Cover 1/2 P here  12.62 and set last 1/2 stop to 14.,1,1
i dont have a tech friend in world that owns the stock ...thats why user: PCN No one Believes anymore :   ,0,0
GOOG - has potential for slightest disappoint stock could gap 50 points down - did it - Q4 earnings of 10.58 per share,1,1
I will short FCX under 32.83.,1,1
DNDN has broken through the clear 5.5 resistanc level on heavy volume & could be headed much higher  ,0,0
"S. Jobs was Keeping Money to innovate and buy New Tech, since AAP no longer innovate why keep  !",1,1
"AAP Study These easons Why Apple Failed, and Where It's Going  STDY",1,1
"Markets Likely To Open Sharply Lower
https://t.co/T1yYBu91ud",1,1
oh GID poised to go higher. almost forgot this one.,0,1
GNC  generators running hot   ,0,1
ENOC - need a catalyst? thx szaman not paying attention to it.   ,0,1
SWY Safeway Inc. bullishness in March Calls for earnings  ,0,0
GOOG this market leader is heading to next Century mark 800 could see resistance  ,0,0
 Weekly.Barely hanging onto double support area.Possible break this week after last week's rest  ,1,0
"SD one of the cheapest stocks in the market. Valued at a fraction of NAV,most NAV estimates are north of 10, even after disc. to Miss ime",0,1
"Went short SPY yesterday, should have picked AAP instead. Still think market needs to move down a bit then resume move to the upside.",1,1
SXC - breaking above key downward channel level. ikely to move much higher from here.  ,0,0
yhoo Will Brokerages come out with pgrades/Downgrades this week? Will they pgrade or Downgrade the stock? could make + or- 3 point diff,0,0
Shoemakers churning out masks. Auto giants manufacturing ventilators. This is how the private sector goes to battleâ€¦ https://t.co/0OBG94I1yC,1,1
STT nice breakout last week.  Buyable here and add on pullbacks to 57.50.  Stop set at 57.31  ,0,0
COMPQ SPx AAP C CSCO GM - Wall Street: Futures in red before jobs data   ,1,1
does everybody know that AAP  & TC can do VEY little in regards to a stock price? you should be praying to SKYNET and GS,0,0
CM is bull flagging.  ,0,1
user: the right thing to do was to stop out of AAP and flip short// Ther is OTHES Stock Better.. nless  are AEADY Short,1,1
"SSYS under 69, shorted here, 6940 stop",1,1
"MCP craters, management tells u biz sucks, all sorts of red flags, and some people call that bullish?  bottom? delusionnal.. #youondrugs?",1,0
NVDA nice accumulation taking place here... ong and strong !  ,0,0
CST mentioned this level building base here over 48 next stop 49 repeats over that. ADDE P intraday to over 50day watch 50.13 HIT TODAY,0,1
user: AAP rookies are selling today  Mest loose OTof  being Stubborn !,1,1
Heard on the Street: Countries without lockdowns are in a state of economic free fall too https://t.co/vOsllfe3G0,1,1
user: AMPE bouncing after 8-day sell off.  Estimates of how high?,0,0
AT Declining growth & margins. Head & Shoulders setup. PE contraction Downside Price Target 25.  ,1,1
"AAP breaks low from 1/15.  I'm just saying, even here, down from 700, I feel there is more stock that can be sold, then money to buy it.",1,0
The implosion of a Starbucks wannabe in China shows how expensive it can be to do reliable due diligence on farawayâ€¦ https://t.co/lQQOc9vOCw,1,1
"GS nice bullish start, no position here",0,0
APO - Short setup off the 50DMA in a weak group. Downside 15.50 initially.  ,1,1
HG is breaking out ahead of an expected earnings beat  ,0,0
VVS at the highs  ,0,0
VXY ZB_F reversal - #FED distributing cash to banks GS JPM MS BAC,1,0
"Another day, another new all-time high for Burger King - BKW. WEN is still sleeping.",0,0
"EQIX No position, would like to see a breakout over 216.50. Prefer more consolidation though  ",0,0
"GOOG 801ish 1st tgt, 803.20 stop",1,0
"SBI Cuts Interest Rates On Savings Deposits By 0.25%
https://t.co/y47p5F5V3F",1,1
P breaking out after expanding from Shark Pattern yesterday  ,0,0
NBS A Steal  this level.,0,0
KEX took some off,0,0
"SPY afterhours thanks to AAP fail, is coming in hard and fast. #stockaction",1,1
"CWST long 4.67, Ascending triangle, 4.65 touched several times,4.66 high. 200SMA 4.80'sh - magnet  ",0,0
What the cuts in oil output can do is prevent an even worse collapse in spot prices and surge in inventoriesâ€”Heardâ€¦ https://t.co/FIMMkYUWB5,1,0
"Southern Comfort is tasty! OOPS, I mean SCCO and JJC   ",0,0
WEN ho hum lots of love today. CA,0,0
PCYC strong winning trade since Wednesday up 10+ since (holding)  ,0,0
CECO breaks above its downtrend / triangle pattern.   ,0,0
"Government Announces Relief On Health, Auto Insurance Policies Due For Renewal During Lockdown
https://t.co/qgGepVryGH",0,1
user: H broke support today and may drop out of the channel tomorrow... if it does watch out. Posted 1/23. Next 5.25 then 5.00,1,1
AAP WEHAAAAAAAAAAA,0,0
NFX Has that I wanna be a 200 stock feel,0,0
AfterHours Most Advanced: NTSP MBS SINA MDX OPE STA CTT AIA BEAV DMD ZB PI GDOT AWI,0,0
BAC  Out  12.06 waiting for a pullback to comeback 3K profit   :),0,0
AON Continuation on good volume  ,0,0
"ed Weekly Triangle on FNFG,...Net Profit  21,240.00 (2.71%)  ",1,0
"CSN,....Descending Triangle Formation, please check any adding on position open, Akstergi .......  ",1,1
Split adjusted ...Kansas City ailroad was 25 cents in 1984 and just 10 in 2009. Today an all-time high of 104. Short AAP GOOG hmmm!,0,1
"Most eading Stocks lagging ES_F, AMH FT, others displaying climactic action, DDD MTZ. Positive reaction 2 AAP EPS is a Bull Trap.",1,1
DGI toppy   ,1,0
"Green Weekly Triangle on DEPO,....Scaling at 6.40  ",1,1
AX  next stop 42.90!!!,1,0
"India Inc Stands By Lockdown Extension Call; Seeks Stimulus Package To Rebuild Economy
https://t.co/pPSa2aGqZ3",1,0
"Green Weekly & Monthly Triangle on PAB,....pdating  ",1,1
RT @JChengWSJ: @Kubota_Yoko Some U.S. companies are still plowing fresh investment dollars into China. Walmart said Wednesday it would inveâ€¦,0,0
NGT Dumping pop on #FED JPM and CB intervention in  GD SV GDX HI GOX GDXJ,1,1
"The pandemic sends a flood of new subscribers to Disney+, offsetting some of the companyâ€™s other shutdown problems. https://t.co/mxbkBV225r",1,1
"SGMO current 1st target is 10.03, and second is 10.32. Darn it.",0,0
"Exchanges Cut Trading Hours For Commodity Trading Amid Coronavirus
https://t.co/lfcE3TnndZ",1,1
DECK out half short +.50 cents,1,1
"AAP if AAP closes below 455.01, i plan to swing a few puts into the next couple days...",1,1
BAC New ow of Day 12.20.Broken --> 12.18,1,0
V - Tested the 50ema & working out of this bull flag. Expecting a test of recent highs.   ,0,0
HNZ do you guys think it will fill the gap?,1,1
VNG its crazy that anyone listens and trades off this tool.,0,0
"U.S. crude prices are on track to hit a new 18-year low Friday, putting the energy market on course for another bruâ€¦ https://t.co/SYdekYg2aD",1,1
GOOG is now doomed user is calling it COO! SE SE SE,1,1
"Groupon evisited: New Mission, New eporting Issues ? Grumpy Old Accountants GPN  ",1,0
Selling your home to a computer was supposed to be the future. But that was before the coronavirus pandemic. https://t.co/3EK1wJSvFs,1,1
Confirmed  intraday Short signal today after earnings: MOV OC OSS,1,1
HTZ Great relative strength today in red tape.  This wants 19+!,0,1
"user: Einhorn sounds like a trapped long to me, didn't care about preferred stock last year AAP",1,1
SNTS kills it,0,0
The Dow falls 410 points to end a period marred by coronavirus https://t.co/v4PutP9tYc,1,1
"PPO: 2) GM estimates 20% Y/Y unit growth for volt (36K). great headline, but PPO built capacity for 60K+. this is bad for margins. (2/4)",1,1
"Rupee Gains By 34 Paise To 74.78 Against Dollar
https://t.co/xZqS8syQJI",1,1
HOV - haven't looked since selling in November - Nice move in Dec preXMAS  ,0,0
"Citiâ€™s head of mergers and acquisitions for Europe, Middle East and Africa is self-isolating in the English countryâ€¦ https://t.co/v8CjkZE5q7",0,0
CIEN for a short under 17.11,1,1
"DEPO sell short 6.43 scaling, next level 6.27",1,1
DDD bear flag worked very well there...broke and went to 60.55....quick money....,1,1
"Even as a loan program for small businesses weakened by the coronavirus pandemic expands, the first applicants stilâ€¦ https://t.co/loiAEnfegp",1,1
BAC huge VOME spike in the last 10 min.,0,0
CAT Once she loses 86.50 ookout Below!!! Straight to 80 imo...,1,0
"FNF - ong  19.43. Trailing Stop  21.04 from 6 prior Stops of 19.71, 19.52, 18.70, 18.65, 18.07 and 17.87 -  ",0,0
"Green Weekly Triangle on AMPE,....Sell Short at 4.15  ",1,1
ONG Setups: CF SPT DDD CZ AMI APA AXN ANIK CVT  ,0,0
VXY We are Calling the AAP bottom in...,1,0
#vmware VMW where? here? there? best wishes dealing with this complex H&S  ,1,0
PCP Earnings today.  Stock up 5%,0,0
"Sensex, Nifty Surge For Third Straight Day Led By Banking Shares
https://t.co/jsKTQQdZiC",1,1
"SHW - ong  131.42. Trailing Stop  140.12 from 4 Stops of 138.36, 125.06, 122.79 and 118.70 -  ",0,0
"QEP, volitality expansion just getting started. onger consolidation=larger move higher over time NG SO",0,0
AAP Nothings goes Straight Down or Straight High.. It's the Main Trend AND Volume you have to look for...,1,0
user any thoughts on short entrance on GS,1,1
"ed Weekly Triangle on HEK Closed at 4.30,....Net Profit  15,137.50 (5.30%)  ",1,1
FIN 9mos Operational cash flow declines 15million vs. prior yr first 9mos.  198% decline,1,0
"Government Begins Fiscal Year Under Severe Strain Amid Biggest Lockdown
https://t.co/jskjXFmAQQ",1,1
 this is so bullish for ZNGA [online gambling legalize in nev],0,0
Two straight dojis for CM at 175 - a big level.,1,0
SD thx user - daily   ,0,1
RT @jasonzweigwsj: Heard on the Street: Countries without lockdowns are in a state of economic free fall too https://t.co/Aram6sjZU1 via @Wâ€¦,1,1
AAP Sell Off !!!  Somebody Know Something and Dump ?,1,0
"ANAC is toast, no volume, free fall from here.  Nice run while it lasted, time to close some gaps.",1,0
"WPI - was on our short candidate list 12/31 and we missed it, got started short today",1,1
"user I hate to be under 3, as average I end screw up, no good for me NN",1,0
CTIC got long,0,0
"I am short 4,750 ATB and outright short 5,000  38.30 AIG , failed at trend line, stop at 38.40  ",1,1
The easons I journal...and Pivotal Moments in the Market  (new blog post ) DIA SPY AAP NKD,0,0
GMC is breaking out. Bullish MACD crossover.  ,0,0
AAP  Probabilities rising for a test of the 2003 trendline in the ST. Mean reversion pts to 350.  ,1,1
"no position for me, my boss took his 1st in position in a long time (short BBY) so maybe contrarian thesis here i am short GME tomorrow",1,1
SSYS - 65 or 60... pick your winner...,1,1
AMZN has momentum. Its a better buy than AAP or GOOG for now. Close above 270 might push it to 300 quickly.,0,0
"4% Hike In Dearness Allowance For 48 Lakh Central Government Employees
https://t.co/mrz7hnaLCq",0,1
user: AAP 2012 GOD & Quarterly histograms ED  #FT71 / 460 done....still work to be done below shared Jan 15,1,1
Should I short PXD at the open for a BearishBuck?,1,1
"Saudi Arabia, Russia Outline Record Supply Cut As Demand Crashes On COVID-19
https://t.co/V1HHFM0Pus",1,1
VXY Added 2nd tranche short  11.33 dead cat bounce done BA bull,1,1
SNTS Getting puts at the open. eally pleased that a decision came after hours. Allows for much better entries into positions.,1,1
DDD come on 40! I got some calls at 0.15 avg I would OVE to have pay ITM :),0,0
AAP HOW DAE THEY ONY 38% Profit Margin on 50 BIION/yr!! and a huge bank balance..  Insanity waiting for FB100,0,0
HPQ awesome breakout. Buy on dips  ,0,0
HD there is a nice entry at 67 which I will look out for. Not a stock to short. No position for now.,0,1
A market-wide breakdown exposed vulnerability in the nearly $4 trillion municipal-bond market https://t.co/Wy3sjqt4Mo,1,1
COX continues the pattern - tension building as it creeps up,0,0
"Sensex falls over 200 points, Nifty below 9,050 in early trade tracking weakness in global markets amid coronavirus… https://t.co/di5z90Yfiz",1,1
